Lev.YearMonth;HÑmtstÑlle;HÑmtstÑlle Gatuadress;HÑmtstÑlle Ort;HÑmtstÑlle MÑrkning;Artikel;RODkod;RodKodbeskr;EWCkod;Farligt avfall;Kvantitet kg
202304;05668033    Volvo Personvagnar AB (Gîteborg);TunnelvÑgen;Gîteborg;Project - WPO PV Renovation;3663 Isolering ej Ütervinningsbar;D1;D1 Landfill;170604;NEJ;40
202304;0468793      Volvo Personvagnar AB (Gîteborg);VAK / Gunnar Engellaus vÑg 8;Gîteborg;The Melting Pot och The Bikery;3904 Verksamhetsavfall till deponi;D1;D1 Landfill;160304;NEJ;20
202304;0476374      Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;PVS Design, kundnr: 0476374;3916 Avfall till deponi, bygg & riv;D1;D1 Landfill;170904;NEJ;6 310
202304;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3030 Bensin;R1;R1 With energy recovery;130702;JA;857
202304;0282996      Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg (PVN-port);Gîteborg;BrÑnslefîrrÜdet PVBF;3030 Bensin;R1;R1 With energy recovery;130702;JA;580
202304;05066667    Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;BrÑnslefîrrÜd 10;3030 Bensin;R1;R1 With energy recovery;130702;JA;1 960
202304;05628151    Volvo Personvagnar AB (Gîteborg);AmazonvÑgen;Gîteborg;VHK;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;300
202304;03764123    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;Chang i Polestar-huset;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;738
202304;0185512      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus;Gîteborg;Rest. Emma, kundnr: 0185512;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;360
202304;0468777      Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;Rest. Hive Food Market kundnr: 0468777;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;2 700
202304;03879145    Volvo Personvagnar AB (Gîteborg);John Bunyans vÑg 4;Gîteborg;PV Byggnad PVôL;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;320
202304;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;500
202304;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;1 420
202304;0468785      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg 3;Gîteborg;Rest. Hîjden, kundnr: 0468785;3094 HushÜllsavfall,utsorterat;R1;R1 With energy recovery;200301;NEJ;545
202304;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3160 TrÑavfall mÜlat, bygg & riv;R1;R1 With energy recovery;170201;NEJ;8 080
202304;05668033    Volvo Personvagnar AB (Gîteborg);TunnelvÑgen;Gîteborg;Project - WPO PV Renovation;3160 TrÑavfall mÜlat, bygg & riv;R1;R1 With energy recovery;170201;NEJ;620
202304;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3221 FÑrg-, lack-, limavfall;R1;R1 With energy recovery;80111;JA;301
202304;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3222 FÑrg-, lack-, limavfall;R1;R1 With energy recovery;80112;NEJ;168
202304;05751532    Volvo Personvagnar AB (Mîlndal);èlegÜrdsgatan 5;Mîlndal;Projekt Limtester, ABB TestCentre;3236 HÑrdare, îvriga;R1;R1 With energy recovery;70214;JA;212
202304;05358114    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg;Gîteborg;Byggnad RB;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202304;05358114    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg;Gîteborg;Byggnad RB;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;50
202304;04446910    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg;Gîteborg;Projekt RA;1875 Komplext skrot fîr fragm;R4;R4 Recycled, incl metal scrap;120199;NEJ;8 150
202304;0447177      Volvo Personvagnar AB (Gîteborg);Miljîstation 1;Gîteborg;RA 1:an;3601 TrÑavfall, omÜlat;R1;R1 With energy recovery;200138;NEJ;29 600
202304;0447177      Volvo Personvagnar AB (Gîteborg);Miljîstation 1;Gîteborg;RA 1:an;3906 Verksamhetsavfall fîr sortering;R11;R11 Recycled, incl metal scrap;200301;NEJ;40
202304;0447177      Volvo Personvagnar AB (Gîteborg);Miljîstation 1;Gîteborg;RA 1:an;3112 PP-EPDM;R13;R13 Recycled, incl metal scrap;70213;NEJ;820
202304;0447177      Volvo Personvagnar AB (Gîteborg);Miljîstation 1;Gîteborg;RA 1:an;3969 PET/PP Plastband;R13;R13 Recycled, incl metal scrap;200139;NEJ;2 280
202304;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3601 TrÑavfall, omÜlat;R1;R1 With energy recovery;200138;NEJ;920
202304;0469510      Volvo Personvagnar AB (Gîteborg);Miljîstation 2;Gîteborg;RA 2:an;3601 TrÑavfall, omÜlat;R1;R1 With energy recovery;200138;NEJ;28 200
202304;05295142    Volvo Personvagnar AB (Gîteborg);John Bunyans vÑg;Gîteborg;KarosslÜdor PVLG;3602 TrÑavfall, mÜlat;R1;R1 With energy recovery;200138;NEJ;39 450
202304;03879145    Volvo Personvagnar AB (Gîteborg);John Bunyans vÑg 4;Gîteborg;PV Byggnad PVôL;3602 TrÑavfall, mÜlat;R1;R1 With energy recovery;200138;NEJ;16 240
202304;05336987    Volvo Personvagnar AB (Gîteborg);PressvÑgen/VÑster om TLA;Gîteborg;MîbelfîrrÜd WPO;3602 TrÑavfall, mÜlat;R1;R1 With energy recovery;200138;NEJ;2 740
202304;0469601      Volvo Personvagnar AB (Gîteborg);TLE;Gîteborg;TLE, kundnr: 0469601;3602 TrÑavfall, mÜlat;R1;R1 With energy recovery;200138;NEJ;1 840
202304;0469510      Volvo Personvagnar AB (Gîteborg);Miljîstation 2;Gîteborg;RA 2:an;3602 TrÑavfall, mÜlat;R1;R1 With energy recovery;200138;NEJ;9 200
202304;05456355    Volvo Personvagnar AB (Gîteborg);DesignvÑgen;Gîteborg;PV Miljî 1;3654 HushÜllsavfall fîr sortering;R1;R1 With energy recovery;200301;NEJ;5 760
202304;0178855      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK, kundnr: 0178855;3654 HushÜllsavfall fîr sortering;R1;R1 With energy recovery;200301;NEJ;2 180
202304;0469510      Volvo Personvagnar AB (Gîteborg);Miljîstation 2;Gîteborg;RA 2:an;3654 HushÜllsavfall fîr sortering;R1;R1 With energy recovery;200301;NEJ;1 420
202304;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3732 Absorbenter, trasor &;R1;R1 With energy recovery;150202;JA;140
202304;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3752 Lîsningsmedel;R1;R1 With energy recovery;140603;JA;178
202304;03791647    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg 9;Gîteborg;Byggnad VB;3905 BrÑnnbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;1 060
202304;05119540    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK Godsmottagning;3905 BrÑnnbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;15
202304;0178855      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK, kundnr: 0178855;3905 BrÑnnbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;220
202304;0469536      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg 2;Gîteborg;Volvohallen, kundnr: 0469536;3905 BrÑnnbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;210
202304;0469528      Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg 12;Gîteborg;SAA, kundnr: 0469528;3905 BrÑnnbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;400
202304;0447177      Volvo Personvagnar AB (Gîteborg);Miljîstation 1;Gîteborg;RA 1:an;3905 BrÑnnbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;6 200
202304;03725918    Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;TGS  FÑrglabb;3905 BrÑnnbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;100
202304;01654250    Volvo Personvagnar AB (Gîteborg);PVV;Gîteborg;PVV, kundnr: 01654250;3905 BrÑnnbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;940
202304;0477745      Volvo Personvagnar AB (Gîteborg);SAB;Gîteborg;SAB, kundnr: 0477745;3905 BrÑnnbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;420
202304;0469619      Volvo Personvagnar AB (Gîteborg);TLA;Gîteborg;TLA, kundnr: 0469619;3905 BrÑnnbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;140
202304;0469601      Volvo Personvagnar AB (Gîteborg);TLE;Gîteborg;TLE, kundnr: 0469601;3905 BrÑnnbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;370
202304;0447201      Volvo Personvagnar AB (Gîteborg);TunnelvÑgen, G5 FîrrÜd 101;Gîteborg;PV èV GèRD, kundnr: 0447201;3905 BrÑnnbart, utsorterat;R1;R1 With energy recovery;160199;NEJ;13 700
202304;05336987    Volvo Personvagnar AB (Gîteborg);PressvÑgen/VÑster om TLA;Gîteborg;MîbelfîrrÜd WPO;3909 BrÑnnbart grovt/îverstort;R1;R1 With energy recovery;160199;NEJ;400
202304;0477752      Volvo Personvagnar AB (Gîteborg);TLA Norra;Gîteborg;UtstÑllningar, kundnr: 0477752;3909 BrÑnnbart grovt/îverstort;R1;R1 With energy recovery;160199;NEJ;2 100
202304;0447201      Volvo Personvagnar AB (Gîteborg);TunnelvÑgen, G5 FîrrÜd 101;Gîteborg;PV èV GèRD, kundnr: 0447201;3909 BrÑnnbart grovt/îverstort;R1;R1 With energy recovery;160199;NEJ;4 850
202304;05295142    Volvo Personvagnar AB (Gîteborg);John Bunyans vÑg;Gîteborg;KarosslÜdor PVLG;3906 Verksamhetsavfall fîr sortering;R11;R11 Recycled, incl metal scrap;200301;NEJ;13 450
202304;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3163 Plast, Bygg och rivning;R11;R11 Recycled, incl metal scrap;170203;NEJ;1 180
202304;05668033    Volvo Personvagnar AB (Gîteborg);TunnelvÑgen;Gîteborg;Project - WPO PV Renovation;3921 Sammansatt avfall, bygg & riv;R11;R11 Recycled, incl metal scrap;170904;NEJ;1 950
202304;05314943    Volvo Personvagnar AB (Gîteborg);UtrustningsvÑgen;Gîteborg;Project - TUN Etapp 2;3691 Asfalt, bygg & riv;R11;R11 Recycled, incl metal scrap;170302;NEJ;17 100
202304;05705835    Volvo Personvagnar AB (Gîteborg);UtrustningsvÑgen TU îstra sidan;Gîteborg;Cars & Technical support;3906 Verksamhetsavfall fîr sortering;R11;R11 Recycled, incl metal scrap;200301;NEJ;2 780
202304;0178855      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK, kundnr: 0178855;3624 LDPE transparent, obalat;R13;R13 Recycled, incl metal scrap;200139;NEJ;70
202304;0447177      Volvo Personvagnar AB (Gîteborg);Miljîstation 1;Gîteborg;RA 1:an;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;500
202304;0447177      Volvo Personvagnar AB (Gîteborg);Miljîstation 1;Gîteborg;RA 1:an;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;4 980
202304;05008305    Volvo Personvagnar AB (Gîteborg);Volvo RA/Lastplats E8;Gîteborg;KÑrl kasserad kanalplast PP-Well;3626 PS;R13;R13 Recycled, incl metal scrap;191204;NEJ;1 500
202304;05008305    Volvo Personvagnar AB (Gîteborg);Volvo RA/Lastplats E8;Gîteborg;KÑrl kasserad kanalplast PP-Well;3627 PP;R13;R13 Recycled, incl metal scrap;160119;NEJ;1 900
202304;05628151    Volvo Personvagnar AB (Gîteborg);AmazonvÑgen;Gîteborg;VHK;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;30
202304;05628151    Volvo Personvagnar AB (Gîteborg);AmazonvÑgen;Gîteborg;VHK;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;7
202304;0469510      Volvo Personvagnar AB (Gîteborg);Miljîstation 2;Gîteborg;RA 2:an;3909 BrÑnnbart grovt/îverstort;R1;R1 With energy recovery;160199;NEJ;4 450
202304;03764123    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;Chang i Polestar-huset;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;70
202304;03764123    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;Chang i Polestar-huset;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;10
202304;03764123    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;Chang i Polestar-huset;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;230
202304;0468801      Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg 5;Gîteborg;Rest. Jacob, kundnr: 0468801;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;80
202304;0468801      Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg 5;Gîteborg;Rest. Jacob, kundnr: 0468801;3922 Organiskt avfall fr. kîk;R3;R3 Recycled, incl metal scrap;200108;NEJ;227
202304;03791647    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg 9;Gîteborg;Byggnad VB;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;93
202304;05250022    Volvo Personvagnar AB (Gîteborg);Parkering PVBL;Gîteborg;Batlab Steg 3;8244 Grovt-îverstort, bygg & riv;R1;R1 With energy recovery;170904;NEJ;850
202304;0469510      Volvo Personvagnar AB (Gîteborg);Miljîstation 2;Gîteborg;RA 2:an;3891 LDPE 80/20;R13;R13 Recycled, incl metal scrap;200139;NEJ;1 080
202304;0469510      Volvo Personvagnar AB (Gîteborg);Miljîstation 2;Gîteborg;RA 2:an;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;12 220
202304;05456355    Volvo Personvagnar AB (Gîteborg);DesignvÑgen;Gîteborg;PV Miljî 1;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;60
202304;05456355    Volvo Personvagnar AB (Gîteborg);DesignvÑgen;Gîteborg;PV Miljî 1;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;60
202304;05456355    Volvo Personvagnar AB (Gîteborg);DesignvÑgen;Gîteborg;PV Miljî 1;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;70
202304;0185512      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus;Gîteborg;Rest. Emma, kundnr: 0185512;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;50
202304;0185512      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus;Gîteborg;Rest. Emma, kundnr: 0185512;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;90
202304;05119557    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;FNI - VAK Miljîstation;3440 Tissue;R3;R3 Recycled, incl metal scrap;200101;NEJ;100
202304;05318936    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;PVV Office Waste;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;30
202304;05318936    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;PVV Office Waste;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;60
202304;05318936    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;PVV Office Waste;3425 Sekretesspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;127
202304;05119540    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK Godsmottagning;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;95
202304;05119540    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK Godsmottagning;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;280
202304;05119540    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK Godsmottagning;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;90
202304;0178855      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK, kundnr: 0178855;3425 Sekretesspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;1 362
202304;0178855      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK, kundnr: 0178855;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;400
202304;04395760    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAKVN, Kundnr: 04395760;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202304;04395760    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAKVN, Kundnr: 04395760;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;15
202304;04395760    Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAKVN, Kundnr: 04395760;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;30
202304;0469536      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg 2;Gîteborg;Volvohallen, kundnr: 0469536;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202304;0469536      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg 2;Gîteborg;Volvohallen, kundnr: 0469536;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;25
202304;05177977    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;PVS Design Office Waste;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;60
202304;05177977    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;PVS Design Office Waste;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;30
202304;0468777      Volvo Personvagnar AB (Gîteborg);Gustaf Larssons vÑg;Gîteborg;Rest. Hive Food Market kundnr: 0468777;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;380
202304;05122775    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons VÑg;Gîteborg;SAAN;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202304;05122775    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons VÑg;Gîteborg;SAAN;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;60
202304;05122775    Volvo Personvagnar AB (Gîteborg);Gustaf Larssons VÑg;Gîteborg;SAAN;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;75
202304;04896791    Volvo Personvagnar AB (Gîteborg);John Bunyans vÑg;Gîteborg;OA v 104 PVLG R&D;3674 Oljeavskiljaravfall bottensats;R3;R3 Recycled, incl metal scrap;130502;JA;1 540
202304;05279690    Volvo Personvagnar AB (Gîteborg);John Bunyans VÑg;Gîteborg;PVôL Office Waste;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;50
202304;05279690    Volvo Personvagnar AB (Gîteborg);John Bunyans VÑg;Gîteborg;PVôL Office Waste;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;70
202304;0469510      Volvo Personvagnar AB (Gîteborg);Miljîstation 2;Gîteborg;RA 2:an;1899 Blandskrot;R4;R4 Recycled, incl metal scrap;200140;NEJ;9 160
202304;05645056    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg. RA;Gîteborg;RA FNI 2 ôstra;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202304;0476374      Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;PVS Design, kundnr: 0476374;3425 Sekretesspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;137
202304;0447193      Volvo Personvagnar AB (Gîteborg);N/A;Gîteborg;PVô, kundnr: 0447193;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;4 680
202304;05250022    Volvo Personvagnar AB (Gîteborg);Parkering PVBL;Gîteborg;Batlab Steg 3;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;20
202304;0458430      Volvo Personvagnar AB (Gîteborg);PV ôvrigt;Gîteborg;PVTR kundnr: 0458430;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;151
202304;05177985    Volvo Personvagnar AB (Gîteborg);PV-gatan;Gîteborg;PV14 Office Waste;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;130
202304;05177985    Volvo Personvagnar AB (Gîteborg);PV-gatan;Gîteborg;PV14 Office Waste;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;520
202304;01654250    Volvo Personvagnar AB (Gîteborg);PVV;Gîteborg;PVV, kundnr: 01654250;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;35
202304;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;325
202304;0282996      Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg (PVN-port);Gîteborg;BrÑnslefîrrÜdet PVBF;3758 Slam fîr behandling;R3;R3 Recycled, incl metal scrap;130508;JA;240
202304;0469601      Volvo Personvagnar AB (Gîteborg);TLE;Gîteborg;TLE, kundnr: 0469601;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;20
202304;0469601      Volvo Personvagnar AB (Gîteborg);TLE;Gîteborg;TLE, kundnr: 0469601;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;20
202304;0469601      Volvo Personvagnar AB (Gîteborg);TLE;Gîteborg;TLE, kundnr: 0469601;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;105
202304;05153739    Volvo Personvagnar AB (Gîteborg);TunnelvÑgen;Gîteborg;PVT;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202304;05153739    Volvo Personvagnar AB (Gîteborg);TunnelvÑgen;Gîteborg;PVT;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;10
202304;05642202    Volvo Personvagnar AB (Gîteborg);UtrustningsvÑgen;Gîteborg;WPO TUN;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;40
202304;0468793      Volvo Personvagnar AB (Gîteborg);VAK / Gunnar Engellaus vÑg 8;Gîteborg;The Melting Pot och The Bikery;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;120
202304;0468793      Volvo Personvagnar AB (Gîteborg);VAK / Gunnar Engellaus vÑg 8;Gîteborg;The Melting Pot och The Bikery;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;470
202304;0468793      Volvo Personvagnar AB (Gîteborg);VAK / Gunnar Engellaus vÑg 8;Gîteborg;The Melting Pot och The Bikery;3922 Organiskt avfall fr. kîk;R3;R3 Recycled, incl metal scrap;200108;NEJ;1 693
202304;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;80
202304;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3284 FTI Pappersfîrp, FNI;R3;R3 Recycled, incl metal scrap;200101;NEJ;60
202304;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3431 Kontorspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;300
202304;0178863      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg;Gîteborg;PVH, kundnr: 0178863;3846 Wellpapp, lîst;R3;R3 Recycled, incl metal scrap;200101;NEJ;510
202304;0468785      Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg 3;Gîteborg;Rest. Hîjden, kundnr: 0468785;3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;80
202304;03723285    Volvo Personvagnar AB (Gîteborg);Volvo Jakobs vÑg, mellan PVS och PVD;Gîteborg;PVD;3425 Sekretesspapper;R3;R3 Recycled, incl metal scrap;200101;NEJ;25
202304;04363347    Volvo Personvagnar AB (Gîteborg);Volvo Jakobs VÑg/PVD Norra;Gîteborg;Rest. The Harvest (Volvo PVD);3283 FTI Plastfîrp, FNI;R3;R3 Recycled, incl metal scrap;150102;NEJ;110
202304;04363347    Volvo Personvagnar AB (Gîteborg);Volvo Jakobs VÑg/PVD Norra;Gîteborg;Rest. The Harvest (Volvo PVD);3922 Organiskt avfall fr. kîk;R3;R3 Recycled, incl metal scrap;200108;NEJ;1 635
202304;03764123    Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons VÑg;Gîteborg;Chang i Polestar-huset;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;40
202304;0468801      Volvo Personvagnar AB (Gîteborg);Assar Gabrielssons vÑg 5;Gîteborg;Rest. Jacob, kundnr: 0468801;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;30
202304;05456355    Volvo Personvagnar AB (Gîteborg);DesignvÑgen;Gîteborg;PV Miljî 1;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;20
202304;0185512      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus;Gîteborg;Rest. Emma, kundnr: 0185512;3285 FTI Metallfîrp, FNI;R4;R4 Recycled, incl metal scrap;200140;NEJ;30
